venue_name,venue_country,city,format,year,matches_played,matches_with_result,first_bat_wins,second_bat_wins,avg_innings1_runs,avg_innings2_runs,avg_innings3_runs,avg_innings4_runs,first_bat_win_pct,second_bat_win_pct,innings1_avg_wickets,innings1_avg_boundary_pct,innings1_avg_run_rate,innings2_avg_wickets,innings2_avg_boundary_pct,innings2_avg_run_rate,innings3_avg_wickets,innings3_avg_boundary_pct,innings3_avg_run_rate,innings4_avg_wickets,innings4_avg_boundary_pct,innings4_avg_run_rate,highest_individual_score_batter,highest_individual_score_runs,highest_individual_score_date,highest_individual_score_opponent,best_bowling_bowler,best_bowling_wickets,best_bowling_runs_conceded,best_bowling_date,best_bowling_opponent,top_run_scorer,top_run_scorer_total_runs,top_wicket_taker,top_wicket_taker_total_wickets
Riverside Ground,United Kingdom,Chester-le-Street,ODI,2005,1,1,1,0,266.0,209.0,,,100.0,0.0,5.0,0.07,5.32,9.0,0.07,4.18,,,,,,,A Symonds,73,2005-06-23,England,GB Hogg,2,19,2005-06-23,England,A Symonds,73,A Flintoff,2
Riverside Ground,United Kingdom,Chester-le-Street,ODI,2006,1,1,0,1,261.0,265.0,,,0.0,100.0,7.0,0.08,5.22,2.0,0.14,6.26,,,,,,,DPMD Jayawardene,126,2006-06-24,England,WPUJC Vaas,2,38,2006-06-24,England,DPMD Jayawardene,126,SL Malinga,2
Riverside Ground,United Kingdom,Chester-le-Street,ODI,2008,1,1,1,0,307.0,193.0,,,100.0,0.0,5.0,0.1,6.14,10.0,0.07,4.51,,,,,,,KP Pietersen,110,2008-06-15,New Zealand,PD Collingwood,4,15,2008-06-15,New Zealand,KP Pietersen,110,PD Collingwood,4
Riverside Ground,United Kingdom,Chester-le-Street,ODI,2009,1,1,0,1,176.0,177.0,,,0.0,100.0,10.0,0.06,3.84,6.0,0.09,4.42,,,,,,,RT Ponting,53,2009-09-20,England,GP Swann,5,28,2009-09-20,Australia,JL Denly,53,GP Swann,5
Riverside Ground,United Kingdom,Chester-le-Street,ODI,2010,1,1,1,0,274.0,250.0,,,100.0,0.0,6.0,0.12,6.68,9.0,0.11,6.1,,,,,,,SM Davies,87,2010-09-10,Pakistan,Saeed Ajmal,4,58,2010-09-10,England,SM Davies,87,Saeed Ajmal,4
Riverside Ground,United Kingdom,Chester-le-Street,ODI,2011,1,0,0,0,274.0,27.0,,,,,8.0,0.09,5.48,2.0,0.11,3.68,,,,,,,PA Patel,95,2011-09-03,England,P Kumar,2,11,2011-09-03,England,PA Patel,95,P Kumar,2
Riverside Ground,United Kingdom,Chester-le-Street,ODI,2012,1,1,0,1,200.0,201.0,,,0.0,100.0,9.0,0.07,4.0,2.0,0.07,4.2,,,,,,,DJ Hussey,70,2012-07-07,England,ST Finn,4,37,2012-07-07,Australia,DJ Hussey,70,ST Finn,4
Riverside Ground,United Kingdom,Chester-le-Street,ODI,2014,1,1,1,0,256.0,99.0,,,100.0,0.0,8.0,0.06,5.12,10.0,0.07,3.78,,,,,,,TM Dilshan,88,2014-05-25,England,SMSM Senanayake,4,13,2014-05-25,England,TM Dilshan,88,SMSM Senanayake,4
Riverside Ground,United Kingdom,Chester-le-Street,ODI,2015,1,1,0,1,283.0,192.0,,,0.0,100.0,9.0,0.09,5.66,7.0,0.16,7.68,,,,,,,JM Bairstow,83,2015-06-20,New Zealand,MJ Santner,3,31,2015-06-20,England,JM Bairstow,83,BA Stokes,3
Riverside Ground,United Kingdom,Chester-le-Street,ODI,2018,1,1,0,1,310.0,314.0,,,0.0,100.0,8.0,0.1,6.2,4.0,0.16,7.03,,,,,,,JJ Roy,101,2018-06-21,Australia,DJ Willey,4,43,2018-06-21,Australia,JJ Roy,101,DJ Willey,4
Riverside Ground,United Kingdom,Chester-le-Street,ODI,2019,3,3,2,1,282.0,235.67,,,66.67,33.33,8.0,0.09,5.65,6.67,0.08,5.32,,,,,,,N Pooran,118,2019-07-01,Sri Lanka,D Pretorius,3,25,2019-06-28,Sri Lanka,WIA Fernando,134,SL Malinga,4
Riverside Ground,United Kingdom,Chester-le-Street,T20,2012,2,2,0,2,94.5,95.5,,,0.0,100.0,7.5,0.06,4.72,2.5,0.14,6.86,,,,,,,JH Kallis,48,2012-09-08,England,HL Colvin,2,5,2012-09-08,West Indies,JH Kallis,48,HL Colvin,2
Riverside Ground,United Kingdom,Chester-le-Street,T20,2013,2,2,1,1,143.0,130.0,,,50.0,50.0,6.0,0.13,7.15,6.0,0.11,7.02,,,,,,,AD Hales,94,2013-08-31,Australia,JW Dernbach,3,23,2013-08-31,Australia,AD Hales,94,Fawad Ahmed,3
Riverside Ground,United Kingdom,Chester-le-Street,T20,2017,1,1,1,0,176.0,155.0,,,100.0,0.0,9.0,0.19,8.8,10.0,0.15,7.95,,,,,,,E Lewis,51,2017-09-16,England,CR Brathwaite,3,20,2017-09-16,England,E Lewis,51,AU Rashid,3
Riverside Ground,United Kingdom,Chester-le-Street,Test,2005,1,1,0,1,104.0,447.0,316.0,,0.0,100.0,10.0,0.05,2.61,3.0,0.14,5.73,10.0,0.1,4.34,,,,IR Bell,162,2005-06-03,Bangladesh,SJ Harmison,5,38,2005-06-03,Bangladesh,IR Bell,162,MJ Hoggard,8
Riverside Ground,United Kingdom,Chester-le-Street,Test,2007,1,1,0,1,287.0,400.0,222.0,111.0,0.0,100.0,10.0,0.06,2.95,10.0,0.08,4.01,10.0,0.07,3.47,3.0,0.07,5.12,S Chanderpaul,136,2007-06-15,England,MS Panesar,5,46,2007-06-15,West Indies,S Chanderpaul,206,MS Panesar,6
Riverside Ground,United Kingdom,Chester-le-Street,Test,2009,1,1,1,0,569.0,310.0,176.0,,100.0,0.0,6.0,0.07,3.87,10.0,0.08,3.67,10.0,0.08,4.0,,,,AN Cook,160,2009-05-14,West Indies,JM Anderson,5,87,2009-05-14,West Indies,AN Cook,160,JM Anderson,9
Riverside Ground,United Kingdom,Chester-le-Street,Test,2013,1,1,1,0,238.0,270.0,330.0,224.0,100.0,0.0,10.0,0.05,2.59,10.0,0.06,3.02,10.0,0.08,3.47,10.0,0.07,3.27,IR Bell,113,2013-08-09,Australia,RJ Harris,7,117,2013-08-09,England,CJL Rogers,159,SCJ Broad,11
Riverside Ground,United Kingdom,Chester-le-Street,Test,2016,1,1,1,0,498.0,101.0,475.0,80.0,100.0,0.0,9.0,0.07,3.77,10.0,0.04,2.32,10.0,0.07,3.7,1.0,0.09,3.43,MM Ali,155,2016-05-27,Sri Lanka,JM Anderson,5,58,2016-05-27,Sri Lanka,MM Ali,155,JM Anderson,8
"Riverside Ground, Chester-le-Street",United Kingdom,Chester-le-Street,ODI,2021,1,1,0,1,185.0,189.0,,,0.0,100.0,10.0,0.07,4.35,5.0,0.07,5.43,,,,,,,JE Root,79,2021-06-29,Sri Lanka,CR Woakes,4,18,2021-06-29,Sri Lanka,JE Root,79,CR Woakes,4
"Riverside Ground, Chester-le-Street",United Kingdom,Chester-le-Street,ODI,2022,1,1,1,0,333.0,271.0,,,100.0,0.0,5.0,0.11,6.66,10.0,0.09,5.79,,,,,,,HE van der Dussen,134,2022-07-19,England,A Nortje,4,53,2022-07-19,England,HE van der Dussen,134,A Nortje,4
"Riverside Ground, Chester-le-Street",United Kingdom,Chester-le-Street,ODI,2023,1,1,0,1,106.0,107.0,,,0.0,100.0,10.0,0.05,3.5,3.0,0.13,5.94,,,,,,,H Madavi,35,2023-09-09,England,S Glenn,3,20,2023-09-09,Sri Lanka,H Madavi,35,L Filer,3
"Riverside Ground, Chester-le-Street",United Kingdom,Chester-le-Street,ODI,2024,2,2,0,2,230.0,205.5,,,0.0,100.0,8.5,0.12,5.37,2.5,0.17,7.05,,,,,,,HC Brook,110,2024-09-24,Australia,CE Dean,4,38,2024-06-26,New Zealand,HC Brook,110,CE Dean,4
"Riverside Ground, Chester-le-Street",United Kingdom,Chester-le-Street,ODI,2025,1,1,1,0,318.0,305.0,,,100.0,0.0,5.0,0.12,6.36,10.0,0.08,6.12,,,,,,,H Kaur,102,2025-07-22,England,K Goud,6,52,2025-07-22,England,H Kaur,102,K Goud,6
"Riverside Ground, Chester-le-Street",United Kingdom,Chester-le-Street,T20,2022,1,1,0,1,132.0,134.0,,,0.0,100.0,7.0,0.12,6.6,1.0,0.22,10.31,,,,,,,SIR Dunkley,61,2022-09-10,India,S Glenn,4,23,2022-09-10,India,SIR Dunkley,61,S Glenn,4
"Riverside Ground, Chester-le-Street",United Kingdom,Chester-le-Street,T20,2023,1,1,0,1,139.0,143.0,,,0.0,100.0,9.0,0.12,6.95,3.0,0.2,10.21,,,,,,,DJ Malan,54,2023-08-30,New Zealand,BA Carse,3,23,2023-08-30,New Zealand,DJ Malan,54,BA Carse,3
"Riverside Ground, Chester-le-Street",United Kingdom,Chester-le-Street,T20,2025,1,1,1,0,188.0,167.0,,,100.0,0.0,6.0,0.16,9.4,9.0,0.16,8.35,,,,,,,JC Buttler,96,2025-06-06,West Indies,LA Dawson,4,20,2025-06-06,West Indies,JC Buttler,96,LA Dawson,4
"Riverway Stadium, Townsville",Australia,Townsville,ODI,2022,1,1,0,1,141.0,142.0,,,0.0,100.0,10.0,0.11,4.55,7.0,0.06,3.64,,,,,,,DA Warner,94,2022-09-03,Zimbabwe,RP Burl,5,10,2022-09-03,Australia,DA Warner,94,RP Burl,5
Roma Cricket Ground,Italy,Spinaceto,T20,2024,12,12,6,6,140.92,112.33,,,50.0,50.0,7.75,0.13,7.14,6.83,0.13,6.74,,,,,,,AN Lascu,72,2024-06-13,Hungary,AN Lascu,5,21,2024-06-10,Portugal,TC Barker,123,V Vijh,8
Roma Cricket Ground,Italy,Spinaceto,T20,2025,8,8,4,4,124.5,111.38,,,50.0,50.0,7.38,0.09,6.42,4.88,0.11,6.8,,,,,,,D Nanayakkara,86,2025-05-25,Jersey,G Wetherall,4,17,2025-05-26,Germany,A Merritt,123,C Mahamalage,7
"Royal Brussels Cricket Club Ground, Waterloo",Belgium,Waterloo,T20,2022,10,10,4,6,154.9,136.8,,,40.0,60.0,8.0,0.16,7.79,6.1,0.15,7.63,,,,,,,B George,93,2022-07-03,Gibraltar,IDM Latin,4,25,2022-07-01,Hungary,ND Laegsgaard,144,HV Mandhyan,6
Royal Chiangmai Golf Club,Thailand,Chiang Mai,ODI,2022,4,4,3,1,197.75,144.0,,,75.0,25.0,9.75,0.06,4.3,8.25,0.07,3.88,,,,,,,N Chantam,102,2022-11-20,Netherlands,IJR Zwilling,5,25,2022-11-24,Thailand,N Chantam,267,IJR Zwilling,10
Royal Chiangmai Golf Club,Thailand,Chiang Mai,T20,2022,4,4,1,3,100.25,93.75,,,25.0,75.0,7.0,0.07,5.06,4.0,0.08,4.86,,,,,,,SL Kalis,56,2022-11-30,Thailand,S Laomi,3,14,2022-11-29,Netherlands,SL Kalis,127,O Kamchomphu,7
Royal Selangor Club,Malaysia,Kuala Lumpur,T20,2018,6,6,3,3,115.33,65.67,,,50.0,50.0,6.17,0.08,5.77,5.83,0.03,3.73,,,,,,,Bismah Maroof,62,2018-06-07,Malaysia,W Liengprasert,5,12,2018-06-09,Sri Lanka,BYA Mendis,85,W Liengprasert,9
"Royal Selangor Club, Kuala Lumpur",Malaysia,Kuala Lumpur,T20,2024,6,6,3,3,113.17,70.17,,,50.0,50.0,6.83,0.1,5.75,6.83,0.06,4.34,,,,,,,ER Oza,114,2024-02-11,Oman,A Chandel,4,8,2024-02-11,China,ER Oza,114,A Chandel,4
Ruaraka Sports Club Ground,Kenya,Nairobi,ODI,2007,1,1,0,1,194.0,198.0,,,0.0,100.0,10.0,0.09,4.17,2.0,0.06,4.59,,,,,,,RN ten Doeschate,109,2007-02-04,Bermuda,RN ten Doeschate,3,37,2007-02-04,Bermuda,RN ten Doeschate,109,Mohammad Kashif,3
"Ruaraka Sports Club Ground, Nairobi",Kenya,Nairobi,T20,2024,6,6,4,2,195.0,85.83,,,66.67,33.33,6.67,0.23,9.75,6.83,0.1,5.36,,,,,,,Sikandar Raza,133,2024-10-23,Gambia,Sikandar Raza,5,18,2024-10-22,Rwanda,RR Patel,143,SO Ngoche,6
"Sabina Park, Jamaica",Jamaica,Kingston,Test,2019,1,1,1,0,416.0,117.0,168.0,210.0,100.0,0.0,10.0,0.06,2.97,10.0,0.05,2.48,4.0,0.07,3.07,11.0,0.09,3.51,GH Vihari,111,2019-08-30,West Indies,JJ Bumrah,6,27,2019-08-30,West Indies,GH Vihari,164,JJ Bumrah,7
"Sabina Park, Kingston",Jamaica,Jamaica,ODI,2005,1,1,0,1,152.0,124.0,,,0.0,100.0,7.0,0.04,3.04,2.0,0.06,4.65,,,,,,,HH Dippenaar,60,2005-05-08,West Indies,IDR Bradshaw,2,16,2005-05-08,South Africa,HH Dippenaar,60,CK Langeveldt,2
"Sabina Park, Kingston",Jamaica,Jamaica,ODI,2006,1,1,1,0,198.0,197.0,,,100.0,0.0,9.0,0.06,3.96,10.0,0.05,3.97,,,,,,,RR Sarwan,98,2006-05-20,India,IDR Bradshaw,3,33,2006-05-20,India,RR Sarwan,98,IDR Bradshaw,3
"Sabina Park, Kingston",Jamaica,Jamaica,ODI,2007,7,6,3,3,231.0,177.43,,,50.0,50.0,8.0,0.08,4.68,7.57,0.08,4.43,,,,,,,Imran Nazir,160,2007-03-21,Zimbabwe,M Muralitharan,4,31,2007-04-24,New Zealand,Imran Nazir,190,E Chigumbura,6
"Sabina Park, Kingston",Jamaica,Jamaica,ODI,2009,2,2,1,1,263.5,255.5,,,50.0,50.0,8.0,0.09,5.34,6.0,0.1,6.12,,,,,,,Yuvraj Singh,131,2009-06-26,West Indies,R Rampaul,4,37,2009-06-28,India,Yuvraj Singh,166,DJ Bravo,5
"Sabina Park, Kingston",Jamaica,Jamaica,ODI,2011,1,1,0,1,251.0,255.0,,,0.0,100.0,10.0,0.07,5.28,4.0,0.08,5.24,,,,,,,V Kohli,94,2011-06-16,West Indies,AD Russell,4,35,2011-06-16,India,V Kohli,94,AD Russell,4
"Sabina Park, Kingston",Jamaica,Jamaica,ODI,2012,2,2,1,1,252.5,198.0,,,50.0,50.0,7.0,0.08,5.05,5.5,0.1,5.56,,,,,,,CH Gayle,125,2012-07-07,New Zealand,AD Russell,4,45,2012-07-05,New Zealand,CH Gayle,188,AD Russell,5
"Sabina Park, Kingston",Jamaica,Jamaica,ODI,2013,3,3,1,2,261.67,208.67,,,33.33,66.67,6.0,0.09,5.28,7.67,0.09,4.84,,,,,,,WU Tharanga,174,2013-07-02,India,SP Narine,4,40,2013-06-28,Sri Lanka,WU Tharanga,199,HMRKB Herath,4
"Sabina Park, Kingston",Jamaica,Jamaica,ODI,2014,1,1,0,1,202.0,205.0,,,0.0,100.0,10.0,0.05,4.1,6.0,0.13,5.59,,,,,,,GC Wilson,62,2014-02-23,West Indies,JO Holder,3,34,2014-02-23,Ireland,GC Wilson,62,DJ Bravo,3
"Sabina Park, Kingston",Jamaica,Jamaica,ODI,2017,1,1,0,1,205.0,206.0,,,0.0,100.0,9.0,0.07,4.1,2.0,0.11,5.59,,,,,,,V Kohli,111,2017-07-06,West Indies,Mohammed Shami,4,48,2017-07-06,West Indies,V Kohli,111,Mohammed Shami,4
"Sabina Park, Kingston",Jamaica,Jamaica,T20,2014,2,2,1,1,106.0,101.0,,,50.0,50.0,8.5,0.08,5.3,6.0,0.09,5.18,,,,,,,EC Joyce,40,2014-02-19,West Indies,AR Cusack,4,11,2014-02-21,West Indies,GC Wilson,53,AR Cusack,6
"Sabina Park, Kingston",Jamaica,Jamaica,T20,2017,1,1,0,1,190.0,194.0,,,0.0,100.0,6.0,0.22,9.5,1.0,0.23,10.49,,,,,,,E Lewis,125,2017-07-09,India,JE Taylor,2,31,2017-07-09,India,E Lewis,125,JE Taylor,2
"Sabina Park, Kingston",Jamaica,Jamaica,Test,2006,1,1,1,0,200.0,103.0,171.0,219.0,100.0,0.0,10.0,0.05,2.28,10.0,0.08,3.08,10.0,0.07,2.62,10.0,0.07,3.14,R Dravid,81,2006-06-30,West Indies,A Kumble,6,78,2006-06-30,West Indies,R Dravid,149,JE Taylor,9
"Sabina Park, Kingston",Jamaica,Jamaica,Test,2008,1,1,1,0,431.0,312.0,167.0,191.0,100.0,0.0,10.0,0.07,3.4,10.0,0.06,2.95,10.0,0.06,2.94,10.0,0.07,2.85,RT Ponting,158,2008-05-22,West Indies,SR Clark,5,32,2008-05-22,West Indies,RT Ponting,163,FH Edwards,8
"Sabina Park, Kingston",Jamaica,Jamaica,Test,2009,1,1,0,1,318.0,392.0,51.0,,0.0,100.0,10.0,0.04,2.6,10.0,0.04,2.49,10.0,0.02,1.53,,,,RR Sarwan,107,2009-02-04,England,JE Taylor,5,11,2009-02-04,England,RR Sarwan,107,JE Taylor,8
"Sabina Park, Kingston",Jamaica,Jamaica,Test,2011,1,1,1,0,246.0,173.0,252.0,262.0,100.0,0.0,10.0,0.11,4.01,10.0,0.05,2.55,10.0,0.05,2.66,10.0,0.09,3.83,R Dravid,112,2011-06-20,West Indies,DJG Sammy,4,52,2011-06-20,India,R Dravid,152,D Bishoo,7
"Sabina Park, Kingston",Jamaica,Jamaica,Test,2012,1,1,0,1,260.0,209.0,154.0,206.0,0.0,100.0,10.0,0.06,3.14,10.0,0.08,3.24,10.0,0.04,2.36,5.0,0.05,3.25,MN Samuels,123,2012-08-02,New Zealand,N Deonarine,4,37,2012-08-02,New Zealand,MN Samuels,175,N Deonarine,6
"Sabina Park, Kingston",Jamaica,Jamaica,Test,2014,1,1,1,0,508.0,262.0,156.0,216.0,100.0,0.0,7.0,0.05,2.91,10.0,0.08,3.22,8.0,0.04,2.56,10.0,0.12,4.53,KS Williamson,113,2014-06-08,West Indies,TG Southee,4,19,2014-06-08,West Indies,TWM Latham,156,MD Craig,8
"Sabina Park, Kingston",Jamaica,Jamaica,Test,2015,1,1,1,0,399.0,220.0,212.0,114.0,100.0,0.0,10.0,0.06,3.15,10.0,0.09,3.68,2.0,0.07,3.26,10.0,0.04,2.71,SPD Smith,199,2015-06-11,West Indies,JE Taylor,6,47,2015-06-11,Australia,SPD Smith,253,JR Hazlewood,7
"Sabina Park, Kingston",Jamaica,Jamaica,Test,2016,1,0,0,0,196.0,500.0,388.0,,,,10.0,0.09,3.73,9.0,0.06,2.92,6.0,0.08,3.73,,,,KL Rahul,158,2016-07-30,West Indies,R Ashwin,5,52,2016-07-30,West Indies,KL Rahul,158,R Ashwin,6
"Sabina Park, Kingston",Jamaica,Jamaica,Test,2017,1,1,0,1,286.0,407.0,152.0,36.0,0.0,100.0,10.0,0.06,3.01,10.0,0.05,2.94,10.0,0.07,2.89,3.0,0.03,3.32,Misbah-ul-Haq,99,2017-04-21,West Indies,Mohammad Amir,6,44,2017-04-21,West Indies,Misbah-ul-Haq,111,Yasir Shah,8
"Sabina Park, Kingston",Jamaica,Jamaica,Test,2018,1,1,1,0,354.0,149.0,129.0,168.0,100.0,0.0,10.0,0.05,3.16,10.0,0.08,3.23,10.0,0.05,2.87,10.0,0.11,4.0,KC Brathwaite,110,2018-07-12,Bangladesh,Shakib Al Hasan,6,33,2018-07-12,West Indies,KC Brathwaite,118,JO Holder,11
"Sabina Park, Kingston, Jamaica",Jamaica,Kingston,ODI,2003,1,1,1,0,270.0,205.0,,,100.0,0.0,5.0,0.07,5.4,8.0,0.11,5.54,,,,,,,RT Ponting,59,2003-05-17,West Indies,IJ Harvey,3,37,2003-05-17,West Indies,RT Ponting,59,IJ Harvey,3
"Sabina Park, Kingston, Jamaica",Jamaica,Kingston,ODI,2022,3,3,1,2,236.67,209.0,,,33.33,66.67,10.0,0.1,5.01,8.0,0.09,4.97,,,,,,,SSJ Brooks,93,2022-01-08,Ireland,AR McBrine,4,28,2022-01-16,West Indies,HT Tector,159,AR McBrine,10
"Sabina Park, Kingston, Jamaica",Jamaica,Kingston,T20,2022,3,3,2,1,181.67,149.0,,,66.67,33.33,5.67,0.18,9.08,6.0,0.15,7.58,,,,,,,GD Phillips,76,2022-08-12,West Indies,MJ Santner,3,15,2022-08-12,West Indies,GD Phillips,134,OF Smith,7
"Sabina Park, Kingston, Jamaica",Jamaica,Kingston,T20,2024,3,3,2,1,181.67,167.67,,,66.67,33.33,7.33,0.18,9.08,6.33,0.21,9.63,,,,,,,RR Hendricks,87,2024-05-23,West Indies,G Motie,3,22,2024-05-25,South Africa,BA King,159,G Motie,8
